customer_id,name,email,phone,country,city,registration_date
CUST00303273,Kimberly Rodriguez,kimberly.rodriguez850@example.com,+1-197-886-8381,Japan,Unknown,2025-08-14 20:58:32.794066
CUST93155696,Jessica Lewis,jessica.lewis237@example.com,+1-997-610-5190,Sweden,Unknown,2026-01-15 20:58:32.794066
CUST24068054,David Wilson,david.wilson453@example.com,+1-574-314-6429,Netherlands,Unknown,2024-11-24 20:58:32.794066
CUST52284524,Betty Thompson,betty.thompson276@example.com,+1-210-622-5479,United States,Chicago,2026-02-09 20:58:32.794066
CUST58275536,Nancy Jones,nancy.jones543@example.com,+1-892-669-2605,Norway,Unknown,2025-03-07 20:58:32.794066
CUST51065552,Nancy Taylor,nancy.taylor734@example.com,+1-367-693-1142,Mexico,Unknown,2025-08-01 20:58:32.794066
CUST17316398,Paul Ramirez,paul.ramirez307@example.com,+1-645-998-5506,Brazil,Unknown,2026-02-19 20:58:32.794066
CUST13246183,William Wilson,william.wilson727@example.com,+1-812-661-9964,South Korea,Unknown,2025-10-23 20:58:32.794066
CUST83060023,Sandra Smith,sandra.smith475@example.com,+1-987-931-1368,Japan,Unknown,2025-12-19 20:58:32.794066
CUST39705850,Karen Martin,karen.martin248@example.com,+1-949-671-1831,France,Nice,2025-07-08 20:58:32.794066
CUST76054451,Mark Sanchez,mark.sanchez505@example.com,+1-458-503-5120,Japan,Unknown,2024-03-04 20:58:32.794066
CUST75475444,Jessica Moore,jessica.moore176@example.com,+1-190-244-9107,Singapore,Unknown,2025-10-30 20:58:32.794066
CUST45456292,Susan Anderson,susan.anderson983@example.com,+1-109-201-7062,Norway,Unknown,2025-05-06 20:58:32.794066
CUST87815387,Steven Davis,steven.davis751@example.com,+1-403-491-8311,Brazil,Unknown,2026-02-10 20:58:32.794066
CUST82785381,John Thomas,john.thomas903@example.com,+1-487-889-1759,Norway,Unknown,2025-07-06 20:58:32.794066
CUST36497208,Nancy Moore,nancy.moore590@example.com,+1-766-689-5271,Canada,Montreal,2025-05-07 20:58:32.794066
CUST37557790,Steven Anderson,steven.anderson844@example.com,+1-447-434-3827,South Korea,Unknown,2026-02-09 20:58:32.794066
CUST38900823,William Wilson,william.wilson691@example.com,+1-190-571-7453,Netherlands,Unknown,2025-08-12 20:58:32.794066
CUST82464477,Andrew Martinez,andrew.martinez898@example.com,+1-636-274-9654,Canada,Montreal,2024-12-31 20:58:32.794066
CUST47485835,Christopher Thompson,christopher.thompson630@example.com,+1-662-996-9832,Brazil,Unknown,2026-02-08 20:58:32.794066
CUST73364368,Emily Harris,emily.harris206@example.com,+1-426-462-9913,United States,Los Angeles,2025-01-04 20:58:32.794066
CUST42461453,Barbara Jackson,barbara.jackson86@example.com,+1-842-167-7257,Singapore,Unknown,2025-07-26 20:58:32.794066
CUST18761795,Richard Martin,richard.martin790@example.com,+1-974-822-5609,Australia,Perth,2025-03-16 20:58:32.794066
CUST80769224,Sandra Hernandez,sandra.hernandez513@example.com,+1-900-711-3373,Singapore,Unknown,2025-11-28 20:58:32.794066
CUST36706397,Mary Martinez,mary.martinez165@example.com,+1-564-931-9667,France,Toulouse,2025-12-31 20:58:32.794066
CUST87249538,Linda Sanchez,linda.sanchez866@example.com,+1-873-505-2898,Australia,Adelaide,2025-04-29 20:58:32.794066
CUST26853444,James Rodriguez,james.rodriguez538@example.com,+1-363-906-1781,Denmark,Unknown,2026-01-15 20:58:32.794066
CUST23601301,Joshua Martin,joshua.martin285@example.com,+1-365-338-3994,Australia,Sydney,2024-09-27 20:58:32.794066
CUST11825432,Robert Jackson,robert.jackson770@example.com,+1-432-226-8998,India,Chennai,2025-01-10 20:58:32.794066
CUST10756757,Karen Robinson,karen.robinson674@example.com,+1-674-550-4521,India,Bangalore,2025-09-18 20:58:32.794066
CUST16500977,Mark Clark,mark.clark201@example.com,+1-407-498-8924,Germany,Cologne,2024-09-20 20:58:32.794066
CUST38530171,Jessica Martin,jessica.martin179@example.com,+1-774-593-6166,United States,Chicago,2025-04-27 20:58:32.794066
CUST44524662,Robert Taylor,robert.taylor591@example.com,+1-105-417-3507,Spain,Unknown,2026-01-24 20:58:32.794066
CUST49057976,Jessica Hernandez,jessica.hernandez79@example.com,+1-639-690-7207,France,Nice,2026-01-03 20:58:32.794066
CUST28157192,William Harris,william.harris570@example.com,+1-750-186-7385,France,Marseille,2025-11-26 20:58:32.794066
CUST96293666,Thomas Wilson,thomas.wilson570@example.com,+1-645-641-8568,India,Mumbai,2025-05-18 20:58:32.794066
CUST09541874,Elizabeth Moore,elizabeth.moore716@example.com,+1-299-469-4985,Mexico,Unknown,2026-01-17 20:58:32.794066
CUST34423445,Karen Walker,karen.walker678@example.com,+1-800-499-5170,Netherlands,Unknown,2025-02-06 20:58:32.794066
CUST16778784,Michael Rodriguez,michael.rodriguez66@example.com,+1-906-529-6004,France,Nice,2025-11-14 20:58:32.794066
CUST26534812,Jennifer Miller,jennifer.miller804@example.com,+1-296-668-1658,Australia,Sydney,2026-02-18 20:58:32.794066
CUST02295553,Andrew Brown,andrew.brown866@example.com,+1-334-827-2264,Australia,Perth,2025-08-19 20:58:32.794066
CUST78877113,Richard Rodriguez,richard.rodriguez979@example.com,+1-544-871-7213,Norway,Unknown,2025-10-31 20:58:32.794066
CUST17602617,Mary Wilson,mary.wilson47@example.com,+1-411-624-2720,Norway,Unknown,2026-01-18 20:58:32.794066
CUST74293325,Margaret Smith,margaret.smith771@example.com,+1-202-867-5259,Mexico,Unknown,2025-05-30 20:58:32.794066
CUST59686674,Michelle Ramirez,michelle.ramirez115@example.com,+1-394-518-6902,France,Toulouse,2025-07-23 20:58:32.794066
CUST40210257,Donna Smith,donna.smith195@example.com,+1-758-249-6941,Singapore,Unknown,2026-01-03 20:58:32.794066
CUST95259402,Matthew Martin,matthew.martin979@example.com,+1-963-744-1091,Mexico,Unknown,2025-03-13 20:58:32.794066
CUST91983817,Mark Taylor,mark.taylor202@example.com,+1-238-783-9862,Japan,Unknown,2026-02-15 20:58:32.794066
CUST81441245,Richard Williams,richard.williams769@example.com,+1-696-796-5837,Australia,Melbourne,2025-11-12 20:58:32.794066
CUST56971324,Steven Rodriguez,steven.rodriguez722@example.com,+1-972-793-2009,India,Bangalore,2025-12-09 20:58:32.794066
CUST62097323,James Jones,james.jones291@example.com,+1-306-536-8885,Mexico,Unknown,2025-02-27 20:58:32.794066
CUST70955529,Sarah White,sarah.white88@example.com,+1-678-244-4430,Australia,Sydney,2025-07-06 20:58:32.794066
CUST99718005,Daniel Harris,daniel.harris36@example.com,+1-263-799-2631,Germany,Frankfurt,2024-08-01 20:58:32.794066
CUST25048488,Charles Ramirez,charles.ramirez718@example.com,+1-654-339-3948,Netherlands,Unknown,2025-07-02 20:58:32.794066
CUST17920873,Paul Moore,paul.moore963@example.com,+1-647-200-7837,Sweden,Unknown,2025-11-25 20:58:32.794066
CUST69554746,Sandra Wilson,sandra.wilson974@example.com,+1-365-442-1716,India,Bangalore,2025-08-18 20:58:32.794066
CUST35282902,Mary Thomas,mary.thomas376@example.com,+1-976-166-9151,Germany,Cologne,2025-11-21 20:58:32.794066
CUST41151886,Donald Martin,donald.martin901@example.com,+1-847-900-3989,France,Marseille,2025-11-16 20:58:32.794066
CUST48677319,Steven Gonzalez,steven.gonzalez103@example.com,+1-312-135-9072,Japan,Unknown,2025-01-12 20:58:32.794066
CUST28000342,John Johnson,john.johnson808@example.com,+1-878-541-8202,Canada,Toronto,2024-06-02 20:58:32.794066
CUST54615360,Betty Gonzalez,betty.gonzalez521@example.com,+1-418-515-9130,Australia,Melbourne,2025-08-01 20:58:32.794066
CUST76198391,William Thomas,william.thomas197@example.com,+1-275-706-3006,Mexico,Unknown,2025-06-20 20:58:32.794066
CUST76115662,Donald Perez,donald.perez35@example.com,+1-200-341-2519,Australia,Sydney,2025-12-22 20:58:32.794066
CUST30434858,James Harris,james.harris531@example.com,+1-425-377-9919,Italy,Unknown,2024-02-22 20:58:32.794066
CUST39887878,Richard Ramirez,richard.ramirez52@example.com,+1-862-747-7137,Netherlands,Unknown,2024-11-14 20:58:32.794066
CUST16583497,Paul White,paul.white989@example.com,+1-260-234-9372,Germany,Cologne,2026-02-17 20:58:32.794066
CUST61928741,Lisa White,lisa.white502@example.com,+1-218-291-4087,Canada,Vancouver,2025-12-10 20:58:32.794066
CUST54776040,Ashley Clark,ashley.clark673@example.com,+1-267-838-8314,Germany,Hamburg,2024-10-29 20:58:32.794066
CUST93979083,Joseph Garcia,joseph.garcia739@example.com,+1-404-576-8361,France,Nice,2025-04-11 20:58:32.794066
CUST00897632,Daniel Jackson,daniel.jackson181@example.com,+1-852-274-9690,Spain,Unknown,2025-08-22 20:58:32.794066
CUST70415146,Nancy Thompson,nancy.thompson458@example.com,+1-567-393-9773,United Kingdom,Birmingham,2025-10-23 20:58:32.794066
CUST14712955,James Garcia,james.garcia208@example.com,+1-900-209-1536,Canada,Montreal,2025-03-06 20:58:32.794066
CUST36204907,Joshua Clark,joshua.clark971@example.com,+1-245-389-1969,Germany,Cologne,2025-12-15 20:58:32.794066
CUST53509928,Jessica Taylor,jessica.taylor839@example.com,+1-582-919-1285,Italy,Unknown,2025-07-24 20:58:32.794066
CUST59894925,Margaret White,margaret.white277@example.com,+1-235-205-3692,South Korea,Unknown,2025-08-26 20:58:32.794066
CUST06468290,William Martin,william.martin45@example.com,+1-352-257-2962,Spain,Unknown,2024-04-04 20:58:32.794066
CUST80720604,Christopher Rodriguez,christopher.rodriguez734@example.com,+1-766-851-1729,Netherlands,Unknown,2024-08-07 20:58:32.794066
CUST20333084,Thomas Miller,thomas.miller138@example.com,+1-186-442-6868,Spain,Unknown,2025-05-17 20:58:32.794066
CUST94339516,Susan Ramirez,susan.ramirez824@example.com,+1-149-735-5878,Japan,Unknown,2026-01-11 20:58:32.794066
CUST43244341,Susan Brown,susan.brown591@example.com,+1-853-919-7036,Brazil,Unknown,2025-04-11 20:58:32.794066
CUST33157632,Karen Williams,karen.williams31@example.com,+1-225-802-7480,Norway,Unknown,2025-09-11 20:58:32.794066
CUST18800828,Nancy Walker,nancy.walker567@example.com,+1-408-761-2733,Japan,Unknown,2026-01-29 20:58:32.794066
CUST20579102,Paul Martin,paul.martin75@example.com,+1-281-590-1462,India,Chennai,2025-06-16 20:58:32.794066
CUST23842751,Andrew Perez,andrew.perez953@example.com,+1-286-140-4684,India,Chennai,2025-09-09 20:58:32.794066
CUST56448337,John Martin,john.martin963@example.com,+1-234-422-1026,Mexico,Unknown,2025-06-29 20:58:32.794066
CUST81510440,Nancy Moore,nancy.moore643@example.com,+1-570-571-6288,Italy,Unknown,2025-06-19 20:58:32.794066
CUST94032250,Jessica Martin,jessica.martin366@example.com,+1-457-277-3449,United Kingdom,London,2024-02-20 20:58:32.794066
CUST80906907,Karen Brown,karen.brown492@example.com,+1-182-636-3746,Spain,Unknown,2026-01-04 20:58:32.794066
CUST12591869,Linda Taylor,linda.taylor577@example.com,+1-254-595-7882,Singapore,Unknown,2026-02-19 20:58:32.794066
CUST21699618,Donald Rodriguez,donald.rodriguez368@example.com,+1-474-118-6190,India,Chennai,2025-08-11 20:58:32.794066
CUST84741357,Jessica Wilson,jessica.wilson822@example.com,+1-969-702-7279,France,Nice,2026-01-24 20:58:32.794066
CUST18953216,Thomas Smith,thomas.smith925@example.com,+1-710-780-6834,United States,Chicago,2025-10-28 20:58:32.794066
CUST77143530,Jessica Wilson,jessica.wilson254@example.com,+1-868-873-6965,India,Delhi,2025-10-17 20:58:32.794066
CUST11437162,Betty Wilson,betty.wilson752@example.com,+1-528-738-6458,Sweden,Unknown,2025-08-27 20:58:32.794066
CUST32029386,Sarah Jackson,sarah.jackson662@example.com,+1-291-767-4800,Canada,Vancouver,2024-07-31 20:58:32.794066
CUST48573939,Christopher Johnson,christopher.johnson596@example.com,+1-630-895-2090,Norway,Unknown,2025-04-29 20:58:32.794066
CUST52053070,Thomas Robinson,thomas.robinson756@example.com,+1-125-539-6052,France,Nice,2025-09-20 20:58:32.794066
CUST18182459,Matthew Moore,matthew.moore596@example.com,+1-393-932-5714,Netherlands,Unknown,2025-04-18 20:58:32.794066
CUST52990230,Matthew Clark,matthew.clark663@example.com,+1-541-872-2297,Canada,Montreal,2025-10-11 20:58:32.794066
CUST60241453,Karen Garcia,karen.garcia825@example.com,+1-165-114-3420,Denmark,Unknown,2025-08-03 20:58:32.794066
CUST65413157,Christopher Jackson,christopher.jackson573@example.com,+1-647-674-6846,Spain,Unknown,2025-12-11 20:58:32.794066
CUST79856931,Andrew Clark,andrew.clark297@example.com,+1-535-721-9205,Germany,Hamburg,2025-09-11 20:58:32.794066
CUST11352720,Nancy Perez,nancy.perez294@example.com,+1-717-121-2640,Germany,Berlin,2026-02-13 20:58:32.794066
CUST94681643,Christopher Martinez,christopher.martinez870@example.com,+1-916-376-7801,South Korea,Unknown,2025-06-23 20:58:32.794066
CUST15419797,Nancy Walker,nancy.walker887@example.com,+1-822-369-2877,Brazil,Unknown,2025-12-14 20:58:32.794066
CUST49134639,Christopher Johnson,christopher.johnson179@example.com,+1-797-230-7694,Brazil,Unknown,2024-10-05 20:58:32.794066
CUST92226889,Anthony Robinson,anthony.robinson693@example.com,+1-805-219-1746,South Korea,Unknown,2025-04-22 20:58:32.794066
CUST01232201,Karen Martinez,karen.martinez800@example.com,+1-785-696-9482,Singapore,Unknown,2025-08-08 20:58:32.794066
CUST40517644,James Gonzalez,james.gonzalez663@example.com,+1-739-266-2645,Mexico,Unknown,2024-06-18 20:58:32.794066
CUST18278962,Sarah Walker,sarah.walker559@example.com,+1-926-466-3047,United States,Los Angeles,2025-03-20 20:58:32.794066
CUST29571896,David Gonzalez,david.gonzalez466@example.com,+1-968-801-2991,Singapore,Unknown,2025-01-14 20:58:32.794066
CUST09230566,Paul Wilson,paul.wilson340@example.com,+1-797-974-7789,Germany,Cologne,2026-02-10 20:58:32.794066
CUST31096755,Thomas Brown,thomas.brown744@example.com,+1-395-796-5411,France,Nice,2025-12-16 20:58:32.794066
CUST37870360,Thomas Clark,thomas.clark313@example.com,+1-314-807-4061,United States,Houston,2025-03-08 20:58:32.794066
CUST15136782,Emily Thompson,emily.thompson417@example.com,+1-569-540-8103,Italy,Unknown,2025-08-14 20:58:32.794066
CUST80840585,Susan Hernandez,susan.hernandez614@example.com,+1-992-831-2804,France,Lyon,2025-11-04 20:58:32.794066
CUST68166815,Kimberly Hernandez,kimberly.hernandez544@example.com,+1-290-289-7894,Germany,Berlin,2024-05-20 20:58:32.794066
CUST19482719,Thomas Williams,thomas.williams990@example.com,+1-731-312-9902,Sweden,Unknown,2026-02-15 20:58:32.794066
CUST56901477,Margaret Martinez,margaret.martinez552@example.com,+1-436-688-5152,Netherlands,Unknown,2025-04-07 20:58:32.794066
CUST08695882,Richard Perez,richard.perez363@example.com,+1-687-320-3533,Brazil,Unknown,2025-05-23 20:58:32.794066
CUST79509994,Kimberly Martin,kimberly.martin678@example.com,+1-471-419-1657,Denmark,Unknown,2024-06-24 20:58:32.794066
CUST00247313,Margaret Anderson,margaret.anderson111@example.com,+1-102-910-1988,Japan,Unknown,2024-02-20 20:58:32.794066
CUST46252908,Steven Lee,steven.lee887@example.com,+1-461-455-5959,Australia,Adelaide,2025-11-29 20:58:32.794066
CUST89152671,Richard Perez,richard.perez352@example.com,+1-689-105-9048,Italy,Unknown,2024-10-05 20:58:32.794066
CUST99745445,Joseph Lewis,joseph.lewis926@example.com,+1-471-294-1043,Norway,Unknown,2025-01-03 20:58:32.794066
CUST06835320,Mary Anderson,mary.anderson198@example.com,+1-208-477-7849,Brazil,Unknown,2025-05-06 20:58:32.794066
CUST93646451,Elizabeth Clark,elizabeth.clark286@example.com,+1-313-316-8886,Mexico,Unknown,2025-05-03 20:58:32.794066
CUST76232278,Sandra Anderson,sandra.anderson19@example.com,+1-607-193-1580,Norway,Unknown,2026-01-14 20:58:32.794066
CUST48417181,Steven Jones,steven.jones390@example.com,+1-663-492-6194,United Kingdom,Glasgow,2024-07-13 20:58:32.794066
CUST91363984,William Anderson,william.anderson364@example.com,+1-206-496-5981,France,Lyon,2024-09-29 20:58:32.794066
CUST65762047,Daniel Rodriguez,daniel.rodriguez582@example.com,+1-502-638-3106,South Korea,Unknown,2025-10-07 20:58:32.794066
CUST99865915,Elizabeth Garcia,elizabeth.garcia546@example.com,+1-445-281-8816,Italy,Unknown,2025-03-12 20:58:32.794066
CUST77153181,Mary Martin,mary.martin408@example.com,+1-265-616-5827,United Kingdom,Glasgow,2024-07-05 20:58:32.794066
CUST28029863,Karen Martin,karen.martin35@example.com,+1-906-197-5234,Spain,Unknown,2026-01-10 20:58:32.794066
CUST39296861,Christopher Ramirez,christopher.ramirez554@example.com,+1-674-541-9477,Japan,Unknown,2026-01-04 20:58:32.794066
CUST72416438,Donna Taylor,donna.taylor39@example.com,+1-885-719-9536,Italy,Unknown,2026-01-26 20:58:32.794066
CUST19393753,Richard Taylor,richard.taylor587@example.com,+1-555-374-5298,Denmark,Unknown,2025-09-07 20:58:32.794066
CUST91965348,Michael Walker,michael.walker673@example.com,+1-208-568-6053,Italy,Unknown,2026-01-13 20:58:32.794066
CUST27338629,Paul Hernandez,paul.hernandez368@example.com,+1-206-149-1777,Sweden,Unknown,2024-02-20 20:58:32.794066
CUST33657729,Sarah Gonzalez,sarah.gonzalez90@example.com,+1-945-640-2245,Denmark,Unknown,2025-08-02 20:58:32.794066
CUST26544267,Sarah Davis,sarah.davis3@example.com,+1-122-985-5937,United States,Houston,2024-02-20 20:58:32.794066
CUST11290660,Sandra Lopez,sandra.lopez866@example.com,+1-982-376-7123,Singapore,Unknown,2026-01-20 20:58:32.794066
CUST79065758,Donna Lopez,donna.lopez338@example.com,+1-167-986-4640,Japan,Unknown,2025-03-12 20:58:32.794066
CUST36291010,Karen Martin,karen.martin221@example.com,+1-635-428-9158,Brazil,Unknown,2025-09-02 20:58:32.794066
CUST47296684,Sarah Martin,sarah.martin104@example.com,+1-748-590-7849,United Kingdom,London,2025-10-30 20:58:32.794066
CUST52645403,Nancy Wilson,nancy.wilson227@example.com,+1-843-240-7578,Canada,Ottawa,2025-06-20 20:58:32.794066
CUST47166046,Kimberly Wilson,kimberly.wilson470@example.com,+1-968-789-3142,Germany,Hamburg,2025-11-04 20:58:32.794066
CUST89213017,Elizabeth Moore,elizabeth.moore932@example.com,+1-179-748-3582,France,Lyon,2025-11-07 20:58:32.794066
CUST72142818,William Sanchez,william.sanchez301@example.com,+1-446-874-7535,South Korea,Unknown,2025-02-07 20:58:32.794066
CUST42931731,Nancy Johnson,nancy.johnson447@example.com,+1-656-669-9705,Canada,Vancouver,2025-02-04 20:58:32.794066
CUST84709988,John Garcia,john.garcia947@example.com,+1-197-847-9204,Denmark,Unknown,2026-01-04 20:58:32.794066
CUST06862236,Lisa Clark,lisa.clark19@example.com,+1-890-565-7977,Mexico,Unknown,2025-02-12 20:58:32.794066
CUST92828800,Sarah Rodriguez,sarah.rodriguez226@example.com,+1-789-130-5148,France,Nice,2025-08-11 20:58:32.794066
CUST75875152,Elizabeth Davis,elizabeth.davis283@example.com,+1-312-134-6905,Japan,Unknown,2025-03-31 20:58:32.794066
CUST42333484,Joshua Rodriguez,joshua.rodriguez423@example.com,+1-497-378-5360,Italy,Unknown,2025-10-24 20:58:32.794066
CUST47022073,Susan Garcia,susan.garcia352@example.com,+1-828-400-7002,Brazil,Unknown,2025-11-14 20:58:32.794066
CUST21519711,Robert Robinson,robert.robinson718@example.com,+1-815-126-4264,Sweden,Unknown,2026-02-06 20:58:32.794066
CUST34016580,Ashley Wilson,ashley.wilson577@example.com,+1-980-546-3893,Denmark,Unknown,2024-02-20 20:58:32.794066
CUST89811668,Linda Thompson,linda.thompson847@example.com,+1-631-745-5796,Australia,Melbourne,2026-02-07 20:58:32.794066
CUST45996044,Michelle Miller,michelle.miller837@example.com,+1-994-708-4632,Italy,Unknown,2024-10-31 20:58:32.794066
CUST48086977,Nancy Moore,nancy.moore20@example.com,+1-302-337-4823,Norway,Unknown,2025-04-01 20:58:32.794066
CUST95551418,Ashley Sanchez,ashley.sanchez268@example.com,+1-182-880-1481,United States,Phoenix,2024-02-20 20:58:32.794066
CUST19447906,Ashley Martinez,ashley.martinez853@example.com,+1-911-514-7683,India,Chennai,2025-10-18 20:58:32.794066
CUST76152995,Barbara Clark,barbara.clark608@example.com,+1-575-477-8835,France,Paris,2025-04-21 20:58:32.794066
CUST40683310,Betty Rodriguez,betty.rodriguez946@example.com,+1-304-218-9619,Canada,Ottawa,2025-08-20 20:58:32.794066
CUST44558044,Andrew Sanchez,andrew.sanchez183@example.com,+1-450-411-3871,Canada,Montreal,2025-10-13 20:58:32.794066
CUST58419702,Joshua Rodriguez,joshua.rodriguez139@example.com,+1-856-534-1809,Brazil,Unknown,2024-12-17 20:58:32.794066
CUST38355377,Donald Clark,donald.clark971@example.com,+1-630-714-4409,India,Hyderabad,2025-11-09 20:58:32.794066
CUST59145307,Michael Rodriguez,michael.rodriguez706@example.com,+1-567-862-7241,India,Bangalore,2025-03-18 20:58:32.794066
CUST64254914,James Williams,james.williams347@example.com,+1-609-862-3707,Sweden,Unknown,2025-07-19 20:58:32.794066
CUST66722039,Mary Garcia,mary.garcia653@example.com,+1-220-617-2647,Japan,Unknown,2024-02-20 20:58:32.794066
CUST09780767,William Ramirez,william.ramirez264@example.com,+1-633-107-9088,Norway,Unknown,2025-09-13 20:58:32.794066
CUST69770550,Robert Martin,robert.martin319@example.com,+1-678-707-1053,Sweden,Unknown,2026-02-06 20:58:32.794066
CUST83757409,James Jones,james.jones559@example.com,+1-598-904-4814,Canada,Montreal,2026-01-24 20:58:32.794066
CUST21354806,Jennifer Martin,jennifer.martin309@example.com,+1-154-360-7489,Norway,Unknown,2024-02-20 20:58:32.794066
CUST56926427,Betty Davis,betty.davis288@example.com,+1-914-830-5911,Mexico,Unknown,2025-04-19 20:58:32.794066
CUST76357645,Richard Thomas,richard.thomas61@example.com,+1-471-590-9827,Spain,Unknown,2025-12-24 20:58:32.794066
CUST89971310,Karen White,karen.white829@example.com,+1-297-911-9405,Canada,Toronto,2024-12-29 20:58:32.794066
